author,content,title
Luis de Góngora,"

Deja el monte, garzón bello, no fíes
Tus años dél, ni nuestras esperanzas;
Que murallas de red, bosques de lanzas
Menosprecian los fieros jabalíes.

En sangre a Adonis, si no fue en rubíes,
Tiñeron mal celosas asechanzas,
Y en urna breve funerales danzas
Coronaron sus huesos de alhelíes.

Deja el monte, garzón; poco el luciente
Venablo en Ida aprovechó al mozuelo
Que estrellas pisa ahora en vez de flores.

Cruel verdugo el espumoso diente,
Torpe ministro fue el ligero vuelo
(No sepas más) de celos y de amores.",A SU HIJO DEL MARQUÉS DE AYAMONTE
Rubén Darío,"
Yo sé que hay quienes dicen: ¿por qué no canta ahora 
con aquella locura armoniosa de antaño? 
Ésos no ven la obra profunda de la hora, 
la labor del minuto y el prodigio del año. 
Yo, pobre árbol, produje, al amor de la brisa, 
cuando empecé a crecer, un vago y dulce son. 
Pasó ya el tiempo de la juvenil sonrisa: 
¡dejad al huracán mover mi corazón!",De otoño
Manuel Altolaguirre,"

No sé si es que cumplió ya su destino,
si alcanzó perfección o si acabado
este amor a su límite ha llegado
sin dar un paso más en su camino.

Aún le miro subir, de donde vino,
a la alta cumbre donde ha terminado
su penosa ascensión. Tal ha quedado
estático un amor tan peregrino.

No me resigno a dar la despedida
a tan altivo y firme sentimiento
que tanto impulso y luz diera a mi vida.

No es culminación lo que lamento.
Su culminar no causa la partida,
la causará, tal vez, su acabamiento.",FIN DE UN AMOR
José Antonio Labordeta,"Este tiempo. La lluvia.

Nadie venía a verme por la tarde
y el corazón
opuesto a las palabras,
rendía su homenaje silencioso.

Lejos hablaba el mar, la noche.

Siempre los pasajeros
sienten terror del cielo
y nadie representa la comedia
con el tono de voz apetecido.

Seguía el agua golpeando
y nostálgicos paraguas
redimían la aurora.

Vengo del aire o nunca
decías con tus labios
y más allá, muy lejos,
respiraban los hombres su deseo.

Cada encuentro sucede
apetecido. Todos tienen temor,
es algo repentino.

Y encuentro el horizonte,
el sol guillotinado.

Nostálgico recuerdo.

Ahora y llueve digo
como amor sin palabras:
Sucede le pensamiento.",Sucede el pensamiento
Luis de Góngora,"

Sacros, altos, dorados capiteles,
Que a las nubes borráis sus arreboles,
Febo os teme por más lucientes soles
Y el cielo por gigantes más crueles.

Depón tus rayos, Júpiter; no celes
Los tuyos, Sol; de un templo son faroles
Que al mayor mártir de los españoles
Erigió el mayor rey de los fieles.

Religiosa grandeza del Monarca
Cuya diestra real al Nuevo Mundo
Abrevia, y el Oriente se le humilla.

Perdone el tiempo, lisonjee la Parca
La beldad desta Octava Maravilla,
Los años deste Salomón Segundo.",DE SAN LORENZO EL REAL DEL ESCORIAL
Carmen Conde Abellán,"

¡Cuán hermosa tú, la desvelada!
Te lleva y te moldea dulce viento
encima de jardines y de estatuas.
Tu cuerpo es el de Venus en la orilla
eternamente mar dentro del alba.

Acude siempre a mí, séme propicia.
La fiesta de las hojas en sus ramas
te rinden los esbeltos soñadores
que en movibles racimos se levantan.

No tengo ni una flor... Sólo mi tronco
aloja por frutal una campana.
Lluvia que contemplo, melancólica:
no crezcas para mí. Vivo inundada.",LLUVIA EN MAYO
Lope de Vega,"

Éstos los sauces son y ésta la fuente,
los montes éstos, y ésta la ribera
donde vi de mi sol la vez primera
los bellos ojos, la serena frente.

Éste es el río humilde y la corriente,
y ésta la cuarta y verde primavera
que esmalta el campo alegre y reverbera
en el dorado Toro el sol ardiente.

Árboles, ya mudó su fe constante,
mas, ¡oh gran desvarío!, que este llano,
entonces monte, le dejé sin duda.

Luego no será justo que me espante,
que mude parecer el pecho humano,
pasando el tiempo que los montes muda.",Éstos los sauces son
Alfredo Lavergne,"Ni soledad   Ni muerte   Ni culpable
Porque nacemos para distinguirnos
Porque nos resbalan las influencias impersonales
De nuestros anteriores manuscritos
Y las viejas aclaraciones que creímos nuevas:
""La poesía no es a la palabra
Ni rito   Ni culto   Ni ruina"".
Las bravas mezquindades    Los bravos necesitados
Serán los errores de ortografía en esta futura cima
En esta escalera de la estructura que conduce al dolor.",Comedia ilustrada
Tomás de Iriarte,"

Cierto galán a quien París aclama,
petimetre del gusto más extraño,
que cuarenta vestidos muda al año
y el oro y plata sin temor derrama,

celebrando los días de su dama,
unas hebillas estrenó de estaño,
sólo para probar con este engaño
lo seguro que estaba de su fama.

«¡Bella plata! ¡Qué brillo tan hermoso!»,
dijo la dama, «¡viva el gusto y numen
del petimetre en todo primoroso!»

Y ahora digo yo: «Llene un volumen
de disparates un autor famoso,
y si no le alabaren, que me emplumen».",EL GALÁN Y LA DAMA
Vicente García,"Tiemblan sus manos. Ve qué dura ha sido
La vida que le dieron. Como pocas.
Y ahora que empezaba a disfrutar
De un poco de descanso, se le exige
El crimen execrable. Sufre y calla.

Ha sido siempre fiel a su conciencia
Y su Señor. Ha sido todo un hombre
Aunque tan sólo un hombre. Vacilando,
Se yergue tembloroso sobre el hijo.

Con los ojos cerrados, cobra impulso
Y en vano intenta dar la puñalada.

Nunca sabremos bien qué le detuvo,
Por qué quedó sin fuerzas,
Por qué bajó su brazo lentamente.",Abraham
Roxana Popelka,"Recuerdo a todos y a
cada uno de mis vecinos.
No sé sus nombres
pero sé cómo pisan.
Sé que tienen miedo,
sé que son unos cabrones
que llevan una vida
miserable, y
que no salen de casa.
Que tienen un trabajo
embrutecedor, y mienten
cuando dicen que
les encanta.
Mis vecinos son
una condena permanente.
Sé que cuchichean a
mis espaldas tratando de
averiguar cómo vivo.
Sé que me vigilan
cuando salgo del portal,
que fisgan por la
mirilla para saber
si vengo acompañada.
Que pegan el oído
a la pared del salón
y me oyen cuando
hablo sola.
¿Cuántas veces habré
mandado a la mierda
a mis vecinos?
Sé que sus vidas
se han acabado
- por completo-
y yo,
no voy a hacer nada
para cambiarlas.",Mis vecinos
Manuel Acuña,"
       DOLORA
       (IMITACIÓN)

Goza, goza, niña pura,
Mientras en la infancia estás;
Goza, goza esa ventura
Que dura lo que una rosa.
¿Qué?, ¿tan poco es lo que dura?
Ya verás niña graciosa,
ya verás.

Hoy es un vergel risueño
La senda por donde vas;
Pero mañana, mi dueño,
Verás abrojos en ella.
¿Pues qué?, ¿sus flores son sueño?
Sueño nada más, mi bella,
Ya verás.

Hoy el carmín y la grana
Coloran tu linda faz;
Pero ya verás mañana
Que el llanto sobre ella corra...
¿Qué?, ¿los borra cuando mana?
Ya verás cómo los borra,
ya verás.

Y goza mi tierna Elmira,
Mientras disfruta de paz;
Delira, niña, delira
Con un amor que no existe
¿Pues qué?, ¿el amor es mentira?
Y una mentira muy triste,
Ya verás.

Hoy ves la dicha delante
Y ves la dicha detrás;
Pero esa estrella brillante
Vive y dura lo que el viento.
¿Qué?, ¿nada más dura un instante?
Sí, nada más un momento,
ya verás.

Y así, no llores mi encanto,
Que más tarde llorarás;
Mira que el pesar es tanto,
Que hasta el llanto dura poco.
¿Tampoco es eterno el llanto?
¡Tampoco, niña, tampoco,
ya verás!",YA VERÁS
Pablo Neruda,"No preguntó por ti ningún día, salido
de los dientes del alba, del estertor nacido,
no buscó tu coraza, tu piel, tu continente
para lavar tus pies, tu salud, tu destreza
un día de racimos indicados?
                                                             No nació para ti solo,
para ti sola, para ti la campana
con sus graves circuitos de primavera azul:
lo extenso de los gritos del mundo, el desarrollo
de los gérmenes fríos que tiemblan en la tierra, el silencio
de la nave en la noche, todo lo que vivió lleno de párpados
para desfallecer y derramar?
                                                            Te pregunto:
a nadie, a ti, a lo que eres, a tu pared, al viento
si en el agua del río ves a ti corriendo
una rosa magnánima de canto y transparencia,
o si en la desbocada primavera agredida
por el primer temblor de las cuerdas humanas
cuando canta el cuartel a la luz de la luna
invadiendo la sombra del cerezo salvaje,
no has visto la guitarra que te era destinada,
y la cadera ciega que quería besarte?

Yo no sé: yo sólo sufro de no saber quién eres
y de tener la sílaba guardada por tu boca,
de detener los días más altos y enterrarlos
en el bosque, bajo las hojas ásperas y mojadas,
a veces, resguardado bajo el ciclón, sacudido
por los más asustados árboles, por el pecho
horadado de las tierras profundas, entumecido
por los últimos clavos boreales, estoy
cavando más allá de los ojos humanos,
más allá de las uñas del tigre, lo que a mis brazos llega
para ser repartido más allá de los días glaciales.

Te busco, busco tu efigie entre las medallas
que el cielo gris modela y abandona,
no sé quién eres pero tanto te debo
que la tierra está llena de mi tesoro amargo.
Qué sal, qué geografía, qué piedra no levanta
su estandarte secreto de lo que resguardaba?
Qué hoja al caer no fue para mí un libro largo
de palabras por alguien dirigidas y amadas?
Bajo qué mueble oscuro no escondí los más dulces
suspiros enterrados que buscaban señales
y sílabas que a nadie pertenecieron?

Eres, eres tal vez, el hombre o la mujer
o la ternura que no descifró nada.
O tal vez no apretaste el firmamento oscuro
de los seres, la estrella palpitante, tal vez
al pisar no sabías que de la tierra ciega
emana el día ardiente de pasos que te buscan.

Pero nos hallaremos inermes, apretados
entre los dones mudos de la tierra final.",El abandonado
Nicomedes Santa Cruz,"

Guitarra llama a cajón,
Cajón a la voz primera.
Escuchen con atención,
¡aquí está la Marinera...!

La Marinera de Lima
tiene influencia afro-hispana,
la primera de jarana
en copla o cuarteta rima.
Inicia el toque la prima
pero es más lindo un bordón.
Aún no entra la canción
porque, como requisito,
antes que el cantor dé un grito
guitarra llama a cajón.

Los que escuchan hacen palmas
y se cuadran las parejas,
por lo general son viejas
mejor aún si son zambas.
Tan sólo mueven las gamas
y un poquito la cadera.
Todo esto mientras se espera
pues nadie baila sin canto.
Sigue llamando entretanto
cajón a la voz primera.

El canto inicia el paseo
con un saludo en el cruce,
media vuelta los conduce
a otro cruce y al careo.
Tras lateral contoneo
vuelta y trocar posición...
Como dicha operación
se da al fin de cada estrofa,
en vez de bailar por mofa
escuchen con atención.

Como quien sudor enjuga
un momento se reposa,
prosigue la Resbalosa
y viene después la Fuga:
El bailarín se apechuga,
ella sube la pollera.
Como peruana bandera
blanco y rojo, dos pañuelos
dicen en airosos vuelos
¡aquí está la Marinera...!",GUITARRA LLAMA CAJÓN
Antonio Machado,"
Es una hermosa noche de verano. 
Tienen las altas casas 
abiertos los balcones 
del viejo pueblo a la anchurosa plaza. 
En el amplio rectángulo desierto, 
bancos de piedra, evónimos y acacias 
simétricos dibujan 
sus negras sombras en la arena blanca. 
En el cénit, la luna, y en la torre, 
la esfera del reloj iluminada. 
Yo en este viejo pueblo paseando 
solo, como un fantasma.",Noche de verano
Luciano Castañón,"Pico de limón y garfio.
¿Por qué tan recelosa de lo humano?
Miro su testa curva y blanca, gris o parda
con laterales ojos avizores.
Se inquieta ante el supuesto daño
y en su soledad permanece taciturna y quieta.
Tragona; huraña; insolidaria.
Sobre la cúpula de la capilla :
vital, monjil veleta.
Cochina blanqueadora de tejados.
Movediza geometría
en aleteo vespertino y lento
hacia el dudoso mar incierto.

Esta ave comedora de despojos
que a veces en la turbia agua del muelle
su curvatura flota,
o sobre una boya se mece
es la gaviota.",Ave
Lope de Vega,"

Ir y quedarse, y con quedar partirse,
partir sin alma, y ir con alma ajena,
oír la dulce voz de una sirena
y no poder del árbol desasirse;

arder como la vela y consumirse,
haciendo torres sobre tierna arena;
caer de un cielo, y ser demonio en pena,
y de serlo jamás arrepentirse;

hablar entre las mudas soledades,
pedir prestada sobre fe paciencia,
y lo que es temporal llamar eterno;

creer sospechas y negar verdades,
es lo que llaman en el mundo ausencia,
fuego en el alma, y en la vida infierno.",Ir y quedarse
Melchor de Palau,"Dos partes tiene el mundo, según cuento,
dos partes nada más;
una donde estás tú, mi dulce aliento,
otra donde no estás.",Geografía amorosa
José María Hinojosa,"

Mi cabeza inclinada sobre el aire
miraba su cabeza hecha amor por mis ojos
cuando de sus cabellos
saltaban las abejas para dejar su miel
en los labios resecos y sin esperanzas
en los labios hundidos bajo las palabras
llenas de amor y sangre.

Nuestras cabezas acaban por perderse
envueltas en las nubes
la mía inclinada sobre el aire
la suya hecha amor por mis ojos.",CUANDO NOS MIRAMOS
Luis de Góngora,"

En el caudaloso río
Donde el muro de mi patria
Se mira la gran corona
Y el antiguo pie se lava,
Desde su barca Alción
Suspiros y redes lanza,
Los suspiros por el cielo
Y las redes por el agua,

Y sin tener mancilla
Mirábale su Amor desde la orilla.

En un mismo tiempo salen
De las manos y del alma
Los suspiros y las redes
Hacia el fuego y hacia el agua.
Ambos se van a su centro,
Do su natural les llama,
Desde el corazón los unos,
Las otras desde la barca,

Y sin tener mancilla
Mirábale su Amor desde la orilla.

El pescador, entre tanto,
Viendo tan cerca la causa,
Y que tan lejos está
De su libertad pasada,
Hacia la orilla se llega,
Adonde con igual pausa
Hieren el agua los remos
Y los ojos de ella el alma,

Y sin tener mancilla
Mirábale su Amor desde la orilla.

Y aunque el deseo de verla,
Para apresurarle, arma
De otros remos la barquilla,
Y el corazón de otras alas,
Porque la ninfa no huya,
No llega más que a distancia
De donde tan solamente
Escuche aquesto que canta:

«Dejadme triste a solas
Dar viento al viento y olas a las olas.»

Volad al viento, suspiros,
Y mirad quién os levanta
De un pecho que es tan humilde
A partes que son tan altas.
Y vosotras, redes mías,
Calaos en las ondas claras,
Adonde os visitaré
Con mis lágrimas cansadas,

«Dejadme triste a solas
Dar viento al viento y olas a las olas.»

Dejadme vengar de aquélla
Que tomó de mi venganza
De más leales servicios
Que arenas tiene esta playa;
Dejadme, nudosas redes,
Pues que veis que es cosa clara
Que más que vosotras nudos
Tengo para llorar causas.

«Dejadme triste a solas
Dar viento al viento y olas a las olas.»",En el caudaloso río
Toni García Arias,"El ferry zarpó rumbo a la Perdiguera.
Un grupo de niños jugaba en cubierta
a lanzarse un flotador sin mucho acierto.
Terminaba el verano. Éramos, sin saberlo,
el último grupo de turistas.
El mar menor brillaba como un desierto de plata
frente a las terrazas vacías, desencajadas
como trajes que visten esqueletos.
Cubierto de soledad
me fumé el último pitillo.
No te esperé, como dijiste.
Juro que jamás quise tocar la costa.",El mar menor
Pablo Neruda,"En tu frente descansa el color de las amapolas,
el luto de las viudas halla eco, oh apiadada:
cuando corres detrás de los ferrocarriles, en los campos,
el delgado labrador te da la espalda,
de tus pisadas brotan temblando los dulces sapos.

El joven sin recuerdos te saluda, te pregunta por su olvidada voluntad,
las manos de él se mueven en tu atmósfera como pájaros,
y la húmedad es grande a su alrededor:
cruzando sus pensamientos incompletos,
queriendo alcanzar algo, oh, buscándote,
le palpitan los ojos pálidos en tu red
como instrumentos perdidos que brillan de súbito.

O recuerdo el día perdido de la sed,
la sombra apretada contra los jazmines,
el cuerpo profundo en que te recogías
como una gota temblando también.

Pero acallas los grandes árboles, y encima de la luna, sobrelejos,
vigilas el mar como un ladrón.
Oh noche, mi alma sobrecogida te pregunta
desesperadamente a ti por el metal que necesita.",Serenata
Marilina Rébora,"

Durante aquella hora, quien se halle en el terrado
no retorne a buscar sus muebles bajo el techo,
pues de dos en un campo uno será librado
y el otro abandonado. (O de dos en el lecho.)

Dos mujeres moliendo, bien que trabajen juntas,
una será elegida, la otra rechazada.
Huelgan disquisiciones e inútiles preguntas
porque el Señor lo ha dicho: Su Palabra está dada.

(Soñamos el milagro: la que elige el Señor
apresa de la mano por llevarla consigo
a la otra en abandono, y pone tal fervor
en librar aquel ser del eterno castigo,
que Dios, al verla, dice: La ha salvado tu amor.
Puedes venir con ella. Y ella venir contigo.)",DE LA SEGUNDA VENIDA DE CRISTO
Mario Meléndez,"Aquí se baila al ritmo de las estufas
se canta como los grillos más desesperados
se aprende a desnudar al viento
que nunca nos muestra su trasero
y en noches de luna llena jugamos a ser felices
midiéndonos los colmillos
Porque en mi casa ocurre de todo
y los pocos ratones que existen
están condenados a seguirnos la corriente
unos vestidos de superhéroes
otros haciendo gárgaras
con los bigotes de un gato muerto
Y así como las ampolletas aportan lo suyo
las sábanas también observan
más allá de sus narices
y ven miles de piojos sentados en el patio
y pulgas tomando sol 
entre las patas de una gallina
y caracoles reunidos en una gota de champagne
cuando la tarde estira sus piernas
por encima de los vivos
Pero nos faltan aún las bisagras
y algunas flores que no han sido entrevistadas
y están las escaleras y el baúl de los recuerdos
y aquella hormiga pacifista
con sus dotes de gran oradora
Y no se asusten si a ratos quedamos a oscuras
son los zancudos que apagan la luz
y vuelan con su coreografía hacia otra parte
Porque en mi casa ocurre de todo
y todos tienen derecho a voz y voto
desde el baño a la cocina
desde mi cama al hueco dejado por las arañas
antes de hacer sus maletas
Todos sonríen de alguna manera
y se conforman con lo poco y nada que poseen
Porque en definitiva aquí pueden estar tranquilos
y saben que es peligroso cambiar de domicilio
cuando han logrado el respeto de este pobre poeta
que bien los tiene en su Santo Reino.",Porque en mi casa ocurre de todo
Garcilaso de la Vega,"

Julio, después que me partí llorando
de quien jamás mi pensamiento parte,
y dejé de mi alma aquella parte
que al cuerpo vida y fuerza estaba dando,

de mi bien a mí mismo voy tomando
estrecha cuenta, y siento de tal arte
faltarme todo el bien, que temo en parte
que ha de faltarme el aire sospirando;

y con este temor mi lengua prueba
a razonar con vos, oh dulce amigo,
del amarga memoria de aquel día

en que yo comencé como testigo
a poder dar, del alma vuestra, nueva
y a saberla de vos del alma mía.",SONETO XIX
Delfina Acosta,"

Mi peor enemigo, tú que me amas
como una ciega lluvia que al caer
escampa, arrecia, escampa. Mi enemigo,
yo te corono amante, pueblo y rey.
Con una hiedra mis cabellos atas
y sabes del lunar que es mi clavel.
Cuando el jazmín de su rocío cuelga
y huele a flor pisada antes de ayer,
con la ronda impaciente de tus pasos
bajo tu sombra vengo a florecer.
Si no te amara, nunca te odiaría.
No te vaya, enemigo, yo a perder.
¿Quién me perdonará? ¿Por quién mis versos
caerán de mi tristeza en el papel?
Tú, mi enemigo. Yo, enemiga tuya.
La muerte no helará nuestro querer.",Enemigo
Fa Claes,"Mediodía, pero sombrío el aire.
Hay tormenta, la lluvia retumba y
el relámpago hiende.

De pronto estamos siglos atrás.
La tierra humea, se arremolina, hierve.
Titanes de agua en ráfagas,
el aire resuena cuando el fuego
quema la cortina.

La evolución ha comenzado apenas
aquí, yo, en Rijmenam.

¡Dios!, ¡Dios!, pudiera mañana encontrarse unos miles
de quintillones de eones y más tarde aún,
quiero escribir: el cumplimiento
de los esfuerzos,
de tanto esfuerzo
la solución, por fin,
el resultado más consumado.",Cumplimiento
León Felipe,"

Aquí estoy...
En este mundo todavía... Viejo y cansado... Esperando
         a que me llamen...
Muchas veces he querido escaparme por la puerta maldita
         y condenada
y siempre un ángel invisible me ha tocado en el hombro
         y me ha dicho severo:
No, no es la hora todavía... hay que esperar...
Y aquí estoy esperando...
con el mismo traje viejo de ayer,
haciendo recuentos y memoria,
haciendo examen de conciencia,
escudriñando agudamente mi vida...
¡Qué desastre!... ¡Ni un talento!... Todo lo perdí.
Sólo mis ojos saben aún llorar. Esto es lo que me queda...
Y mi esperanza se levanta para decir acongojada:
Otra vez lo haré mejor, Señor,
porque... ¿no es cierto que volvemos a nacer?
¿No es cierto que de alguna manera volvemos a nacer?
Creo que Dios nos da siempre otra vida,
otras vidas nuevas,
otros cuerpos con otras herramientas,
con otros instrumentos... Otras cajas sonoras
donde el alma inmortal y viajera se mueva mejor
para ir corrigiendo lentamente,
muy lentamente, a través de los siglos,
nuestros viejos pecados,
nuestros tercos pecados...
para ir eliminando poco a poco
el veneno original de nuestra sangre
que viene de muy lejos.
Corre el tiempo y lo derrumba todo, lo transforma todo.
Sin embargo pasan los siglos y el alma está, en otro sitio...
         ¡pero está!
Creo que tenemos muchas vidas,
que todas son purgatorios sucesivos,
y que esos purgatorios sucesivos, todos juntos,
constituyen el infierno, el infierno purificador,
al final del cual está la Luz, el Gran Dios, esperándonos.
Ni el infierno... ni el fuego y el dolor son eternos.
Sólo la Luz brilla sin tregua,
diamantina,
infinita,
misericordiosa,
perdurable por los siglos de los siglos...
Ahí está siempre con sus divinos atributos.
Sólo mis ojos hoy son incapaces de verla...
estos pobres ojos que no saben aún más que llorar.",CREDO
Lope de Vega,"

Yo dije siempre, y lo diré, y lo digo,
que es la amistad el bien mayor humano;
mas ¿qué español, qué griego, qué romano
nos ha de dar este perfeto amigo?

Alabo, reverencio, amo, bendigo
aquel a quien el cielo soberano
dio un amigo perfeto, y no es en vano;
que fue, confieso, liberal conmigo.

Tener un grande amigo y obligalle
es el último bien, y por querelle,
el alma, el bien y el mal comunicalle;

mas yo quiero vivir sin conocelle;
que no quiero la gloria de ganalle
por no tener el miedo de perdelle.",Yo dije siempre
Rafael de León,"

Yo me acerqué hasta tu vera
con miedo, ¿por qué negarlo?

En las sienes me latían
cincuenta y dos desengaños;
gris de paisaje en los ojos,
risas sin sol en los labios,
y el corazón jadeante
como un pájaro cansado.

Yo me acerqué hasta tu vera
con miedo, ¿por qué negarlo?

Te reventaba en la boca
un clavel de veinte años
y en la mejilla un süave
melocotón sonrosado.
Cuando dijistes: «Te quiero»
fue tu voz igual que un caño
de agua fresca en una tarde
calurosa de verano.

Se me echó encima el cariño
lo mismo que un toro bravo
y quedé sobre la arena
muerto de amor y sangrando
por cuatro besos lentísimos
que me brindaron tus labios.

De la sien a la cintura,
de la garganta al costado.
¡Qué boda sin requilorios
sobre la hierba del campo!
¡Qué marcha nupcial cantaba
el viento sobre los álamos!
¡Qué luna grande y redonda
iluminó nuestro abrazo,
y qué olor el de tu cuerpo
a trigo recién cortado!

El pueblo, a las dos semanas
hizo lengua en los colmados,
en las barandas del río,
en la azotea, en los patios,
en las mesas del casino
y en los surcos del arado:
«Un hombre que peina canas
y que le dobla los años».

Es cierto que peino canas
pero en cambio, cuando abrazo
soy lo mismo que un olivo,
igual que un ciprés sonámbulo,
Cristobalón de aguas puras
que atraviesa el río a nado
si ve en la orilla unos ojos
o una boca hecha de nardos,
para cortarle el suspiro
con el calor de mis labios.

Que me escupan en la frente,
que me pregonen en bandos,
que vayan diciendo y digan.
Tú conmigo; yo a tu lado
respirando de tu aliento,
yendo al compás de tus pasos,
refrescándome las sientes
en la palma de tu mano.

Centinela de tus sueños,
hombro para tu descanso,
Cirineo de tus penas
Y San Juan de tu calvario
para quererte y tenerte
en la noche de mis brazos.

¡¿Qué importa que haya cumplido
cincuenta y pico de años?!
¿En qué código de amores,
en qué partida de cargos,
hay leyes que determinen
la edad del enamorado?
En cariños no hay fronteras,
ni senderos, ni vallados,
que el cariño es como un monte
con un letrero en lo alto
que dice sólo: «Te quiero»
Y colorín colorado.",ROMANCE
Justo Braga,"Me gusta cuando sales de paseo
a ver escaparates simplemente-
y te fijas en detalles inocentes
que nadie ha visto: esas medias
rojas llenas de arabescos, esos
guantes de lana tejidos con mis huesos.

Me gusta cuando explotas de alegría
-¡y yo sin entenderte!-",Escaparates
David Escobar Galindo,"

La rosa muerta mira
a través del cristal el grávido paisaje
La rosa viva observa
a través del cristal la estancia sola.
La rosa muerta sigue viva
en la cruz de las nubes.
La rosa viva está encerrada
en la celosa paz del tiempo.
La rosa muerta sueña con su fuerza viviente.
La rosa viva asume la devoción del salmo.
Porque ambas son la misma rosa.",La rosa muerta mira
Jordi Doce,"Abro la puerta, y el olor del agua
al horadar la tierra entra en la sala:
lento vapor que liga el aire y deja
una semilla de alegría
en la piel:
                        pasan las horas,
la lluvia no remite,
la semilla se ha vuelto tallo
y se enrosca en torno a mi cuerpo;
afuera llueve, pero un sol se alza
ante mis ojos, que ya olvidan
el gris vencido de la lluvia:

árbol que ofrece luz, no sombra,
bajo sus ramas
sonrío, sin saber por qué sonrío.",Árbol
José Asunción Silva,"

Era un poeta lírico, grandioso y sibilino
que le hablaba a la tierra una tarde de invierno,
frente a una posada y al volver de un camino:
¡Oh madre, oh tierra! díjole, en tu girar eterno
nuestra existencia efímera tal parece que ignoras.
Nosotros esperamos un cielo o un infierno,
sufrimos o gozamos en nuestras breves horas,
e indiferente y muda tú, madre sin entrañas,
de acuerdo con los hombres no sufres y no lloras.
¿No sabes el secreto misterioso que entrañas?
¿Por qué las noches negras, las diáfanas auroras?
Las sombras vagarosas y tenues de unas cañas
que se reflejan lívidas en los estanques yertos,
¿no son como conciencias fantásticas y extrañas
que les copian sus vidas en espejos inciertos?
¿Qué somos? ¿A do vamos? ¿Por qué hasta aquí vinimos?
¿Conocen los secretos del más allá los muertos?
¿Por qué la vida inútil y triste recibimos?
¿Hay un oasis húmedo después de estos desiertos?
¿Por qué nacemos, madre, dime, por qué morimos?
¿Por qué? Mi angustia sacia y a mi ansiedad contesta.
Yo, sacerdote tuyo, arrodillado y trémulo,
en estas soledades aguardo la respuesta.

La tierra, como siempre, displicente y callada,
al gran poeta lírico no le contestó nada.",LA RESPUESTA DE LA TIERRA
Salvador Díaz Mirón,"

Si en tus jardines, cuando yo muera,
cuando yo muera, brota una flor;
si en un celaje ves un lucero,
ves un lucero que nadie vio;
y llega una ave que te murmura,
que te murmura con dulce voz,
abriendo el pico sobre tus labios,
lo que en un tiempo te dije yo:
aquel celaje y el ave aquella,
y aquel lucero y aquella flor
serán mi vida, que ha transformado,
que ha transformado la ley de Dios.

Serán mis fibras con otro aspecto,
ala y corola y ascua y vapor;
mis pensamientos transfigurados,
perfume y éter y arrullo y sol.
Soy un cadáver ¿cuándo me entierran?
Soy un viajero ¿cuándo me voy?
Soy una larva que se transforma
¿cuándo se cumple la ley de Dios
y soy entonces, mi blanca niña,
celaje y ave, lucero y flor?",MÍSTICA
Antonia Álvarez Álvarez,"Se ha de cruzar el puente
para alcanzar la orilla
donde la vida arde,
se ha de matar la sombra
con la espada del labio...
¡Y te nombro cobarde!

Se ha de cegar la noche
para alumbrar el alba
donde el amor se expande,
se ha de cubrir el llanto
con ternura infinita...
¡Y te nombro cobarde!

Se ha de mirar la vida,
para vencer la muerte,
con los ojos muy grandes,
con azules de cielo
y el asombro de un niño...
¡Y te nombro cobarde!

Se ha de tender la mano
con la sonrisa blanca
como el batir de un ave,
se ha de luchar de frente,
a corazón abierto...
¡Y me nombro cobarde!",Pasiva refleja
Federico García Lorca,"
Camina Don Boyso 
mañanita fría 
a tierra de moros 
a buscar amiga. 
Hallóla lavando 
en la fuente fría. 
?¿Qué haces ahí, mora, 
hija de judía? 
Deja a mí caballo 
beber agua fría. 
?Reviente el caballo 
y quien lo traía, 
que yo no soy mora 
ni hija de judía. 
Soy una cristiana 
que aquí estoy cativa. 
?Si fueras cristiana, 
yo te llevaría 
y en paños de seda 
yo te envolvería, 
pero si eres mora 
yo te dejaría. 
Montóla a caballo 
por ver qué decía; 
en las siete leguas 
no hablara la niña. 
Al pasar un campo 
de verdes olivas 
por aquellos prados 
qué llantos hacía. 
?¡Ay, prados! ¡Ay, prados! 
prados de mi vida. 
Cuando el rey, mi padre, 
plantó aquí esta oliva, 
él se la plantara, 
yo se la tenía, 
la reina, mi madre, 
la seda torcía, 
mi hermano, Don Boyso, 
los toros corría. 
?¿Y cómo te llamas? 
?Yo soy Rosalinda, 
que así me pusieron 
porque al ser nacida 
una linda rosa 
n'el pecho tenía. 
?Pues tú, por las señas, 
mi hermana serías. 
Abre la mi madre 
puertas de alegría, 
por traerla nuera 
le traigo su hija.",Romance de Don Boyso
Garcilaso de la Vega,"

Hermosas ninfas, que, en el río metidas,
contentas habitáis en las moradas
de relucientes piedras fabricadas
y en columnas de vidrio sostenidas;

agora estéis labrando embebecidas
o tejiendo las telas delicadas,
agora unas con otras apartadas
contándoos los amores y las vidas:

dejad un rato la labor, alzando
vuestras rubias cabezas a mirarme,
y no os detendréis mucho según ando,

que o no podréis de lástima escucharme,
o convertido en agua aquí llorando,
podréis allá despacio consolarme.",SONETO XI
